index,parent_dir,image_dir_name,sub_dir_name,fname,year,month,data_type,extension,full_path,has_udm
15,train,L15-0368E-1245N_1474_3210_13,images_masked,global_monthly_2018_01_mosaic_L15-0368E-1245N_1474_3210_13,2018,01,Images,tif,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/images_masked/global_monthly_2018_01_mosaic_L15-0368E-1245N_1474_3210_13.tif,False
16,train,L15-0368E-1245N_1474_3210_13,images_masked,global_monthly_2019_09_mosaic_L15-0368E-1245N_1474_3210_13,2019,09,Images,tif,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/images_masked/global_monthly_2019_09_mosaic_L15-0368E-1245N_1474_3210_13.tif,False
17,train,L15-0368E-1245N_1474_3210_13,images_masked,global_monthly_2018_03_mosaic_L15-0368E-1245N_1474_3210_13,2018,03,Images,tif,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/images_masked/global_monthly_2018_03_mosaic_L15-0368E-1245N_1474_3210_13.tif,False
18,train,L15-0368E-1245N_1474_3210_13,images_masked,global_monthly_2019_08_mosaic_L15-0368E-1245N_1474_3210_13,2019,08,Images,tif,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/images_masked/global_monthly_2019_08_mosaic_L15-0368E-1245N_1474_3210_13.tif,False
19,train,L15-0368E-1245N_1474_3210_13,images_masked,global_monthly_2019_03_mosaic_L15-0368E-1245N_1474_3210_13,2019,03,Images,tif,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/images_masked/global_monthly_2019_03_mosaic_L15-0368E-1245N_1474_3210_13.tif,False
20,train,L15-0368E-1245N_1474_3210_13,images_masked,global_monthly_2018_08_mosaic_L15-0368E-1245N_1474_3210_13,2018,08,Images,tif,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/images_masked/global_monthly_2018_08_mosaic_L15-0368E-1245N_1474_3210_13.tif,False
21,train,L15-0368E-1245N_1474_3210_13,images_masked,global_monthly_2019_10_mosaic_L15-0368E-1245N_1474_3210_13,2019,10,Images,tif,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/images_masked/global_monthly_2019_10_mosaic_L15-0368E-1245N_1474_3210_13.tif,False
22,train,L15-0368E-1245N_1474_3210_13,images_masked,global_monthly_2018_12_mosaic_L15-0368E-1245N_1474_3210_13,2018,12,Images,tif,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/images_masked/global_monthly_2018_12_mosaic_L15-0368E-1245N_1474_3210_13.tif,False
23,train,L15-0368E-1245N_1474_3210_13,images_masked,global_monthly_2019_04_mosaic_L15-0368E-1245N_1474_3210_13,2019,04,Images,tif,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/images_masked/global_monthly_2019_04_mosaic_L15-0368E-1245N_1474_3210_13.tif,False
24,train,L15-0368E-1245N_1474_3210_13,images,global_monthly_2019_06_mosaic_L15-0368E-1245N_1474_3210_13,2019,06,Images,tif,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/images/global_monthly_2019_06_mosaic_L15-0368E-1245N_1474_3210_13.tif,False
25,train,L15-0368E-1245N_1474_3210_13,images,global_monthly_2018_11_mosaic_L15-0368E-1245N_1474_3210_13,2018,11,Images,tif,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/images/global_monthly_2018_11_mosaic_L15-0368E-1245N_1474_3210_13.tif,False
26,train,L15-0368E-1245N_1474_3210_13,images,global_monthly_2019_11_mosaic_L15-0368E-1245N_1474_3210_13,2019,11,Images,tif,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/images/global_monthly_2019_11_mosaic_L15-0368E-1245N_1474_3210_13.tif,False
27,train,L15-0368E-1245N_1474_3210_13,images,global_monthly_2018_09_mosaic_L15-0368E-1245N_1474_3210_13,2018,09,Images,tif,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/images/global_monthly_2018_09_mosaic_L15-0368E-1245N_1474_3210_13.tif,False
28,train,L15-0368E-1245N_1474_3210_13,images,global_monthly_2018_06_mosaic_L15-0368E-1245N_1474_3210_13,2018,06,Images,tif,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/images/global_monthly_2018_06_mosaic_L15-0368E-1245N_1474_3210_13.tif,False
29,train,L15-0368E-1245N_1474_3210_13,images,global_monthly_2018_02_mosaic_L15-0368E-1245N_1474_3210_13,2018,02,Images,tif,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/images/global_monthly_2018_02_mosaic_L15-0368E-1245N_1474_3210_13.tif,False
30,train,L15-0368E-1245N_1474_3210_13,images,global_monthly_2018_07_mosaic_L15-0368E-1245N_1474_3210_13,2018,07,Images,tif,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/images/global_monthly_2018_07_mosaic_L15-0368E-1245N_1474_3210_13.tif,False
31,train,L15-0368E-1245N_1474_3210_13,images,global_monthly_2019_07_mosaic_L15-0368E-1245N_1474_3210_13,2019,07,Images,tif,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/images/global_monthly_2019_07_mosaic_L15-0368E-1245N_1474_3210_13.tif,False
32,train,L15-0368E-1245N_1474_3210_13,images,global_monthly_2019_12_mosaic_L15-0368E-1245N_1474_3210_13,2019,12,Images,tif,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/images/global_monthly_2019_12_mosaic_L15-0368E-1245N_1474_3210_13.tif,False
33,train,L15-0368E-1245N_1474_3210_13,images,global_monthly_2018_04_mosaic_L15-0368E-1245N_1474_3210_13,2018,04,Images,tif,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/images/global_monthly_2018_04_mosaic_L15-0368E-1245N_1474_3210_13.tif,False
34,train,L15-0368E-1245N_1474_3210_13,images,global_monthly_2019_02_mosaic_L15-0368E-1245N_1474_3210_13,2019,02,Images,tif,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/images/global_monthly_2019_02_mosaic_L15-0368E-1245N_1474_3210_13.tif,False
35,train,L15-0368E-1245N_1474_3210_13,images,global_monthly_2020_01_mosaic_L15-0368E-1245N_1474_3210_13,2020,01,Images,tif,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/images/global_monthly_2020_01_mosaic_L15-0368E-1245N_1474_3210_13.tif,False
36,train,L15-0368E-1245N_1474_3210_13,images,global_monthly_2019_05_mosaic_L15-0368E-1245N_1474_3210_13,2019,05,Images,tif,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/images/global_monthly_2019_05_mosaic_L15-0368E-1245N_1474_3210_13.tif,False
37,train,L15-0368E-1245N_1474_3210_13,images,global_monthly_2018_10_mosaic_L15-0368E-1245N_1474_3210_13,2018,10,Images,tif,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/images/global_monthly_2018_10_mosaic_L15-0368E-1245N_1474_3210_13.tif,False
38,train,L15-0368E-1245N_1474_3210_13,images,global_monthly_2019_01_mosaic_L15-0368E-1245N_1474_3210_13,2019,01,Images,tif,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/images/global_monthly_2019_01_mosaic_L15-0368E-1245N_1474_3210_13.tif,False
39,train,L15-0368E-1245N_1474_3210_13,images,global_monthly_2018_01_mosaic_L15-0368E-1245N_1474_3210_13,2018,01,Images,tif,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/images/global_monthly_2018_01_mosaic_L15-0368E-1245N_1474_3210_13.tif,False
40,train,L15-0368E-1245N_1474_3210_13,images,global_monthly_2019_09_mosaic_L15-0368E-1245N_1474_3210_13,2019,09,Images,tif,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/images/global_monthly_2019_09_mosaic_L15-0368E-1245N_1474_3210_13.tif,False
41,train,L15-0368E-1245N_1474_3210_13,images,global_monthly_2018_03_mosaic_L15-0368E-1245N_1474_3210_13,2018,03,Images,tif,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/images/global_monthly_2018_03_mosaic_L15-0368E-1245N_1474_3210_13.tif,False
42,train,L15-0368E-1245N_1474_3210_13,images,global_monthly_2019_08_mosaic_L15-0368E-1245N_1474_3210_13,2019,08,Images,tif,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/images/global_monthly_2019_08_mosaic_L15-0368E-1245N_1474_3210_13.tif,False
43,train,L15-0368E-1245N_1474_3210_13,images,global_monthly_2019_03_mosaic_L15-0368E-1245N_1474_3210_13,2019,03,Images,tif,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/images/global_monthly_2019_03_mosaic_L15-0368E-1245N_1474_3210_13.tif,False
44,train,L15-0368E-1245N_1474_3210_13,images,global_monthly_2018_08_mosaic_L15-0368E-1245N_1474_3210_13,2018,08,Images,tif,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/images/global_monthly_2018_08_mosaic_L15-0368E-1245N_1474_3210_13.tif,False
45,train,L15-0368E-1245N_1474_3210_13,images,global_monthly_2019_10_mosaic_L15-0368E-1245N_1474_3210_13,2019,10,Images,tif,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/images/global_monthly_2019_10_mosaic_L15-0368E-1245N_1474_3210_13.tif,False
46,train,L15-0368E-1245N_1474_3210_13,images,global_monthly_2018_12_mosaic_L15-0368E-1245N_1474_3210_13,2018,12,Images,tif,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/images/global_monthly_2018_12_mosaic_L15-0368E-1245N_1474_3210_13.tif,False
47,train,L15-0368E-1245N_1474_3210_13,images,global_monthly_2019_04_mosaic_L15-0368E-1245N_1474_3210_13,2019,04,Images,tif,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/images/global_monthly_2019_04_mosaic_L15-0368E-1245N_1474_3210_13.tif,False
48,train,L15-0368E-1245N_1474_3210_13,labels_match_pix,global_monthly_2019_07_mosaic_L15-0368E-1245N_1474_3210_13,2019,07,Buildings,geojson,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/labels_match_pix/global_monthly_2019_07_mosaic_L15-0368E-1245N_1474_3210_13_Buildings.geojson,False
49,train,L15-0368E-1245N_1474_3210_13,labels_match_pix,global_monthly_2019_01_mosaic_L15-0368E-1245N_1474_3210_13,2019,01,Buildings,geojson,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/labels_match_pix/global_monthly_2019_01_mosaic_L15-0368E-1245N_1474_3210_13_Buildings.geojson,False
50,train,L15-0368E-1245N_1474_3210_13,labels_match_pix,global_monthly_2018_08_mosaic_L15-0368E-1245N_1474_3210_13,2018,08,Buildings,geojson,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/labels_match_pix/global_monthly_2018_08_mosaic_L15-0368E-1245N_1474_3210_13_Buildings.geojson,False
51,train,L15-0368E-1245N_1474_3210_13,labels_match_pix,global_monthly_2018_07_mosaic_L15-0368E-1245N_1474_3210_13,2018,07,Buildings,geojson,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/labels_match_pix/global_monthly_2018_07_mosaic_L15-0368E-1245N_1474_3210_13_Buildings.geojson,False
52,train,L15-0368E-1245N_1474_3210_13,labels_match_pix,global_monthly_2018_09_mosaic_L15-0368E-1245N_1474_3210_13,2018,09,Buildings,geojson,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/labels_match_pix/global_monthly_2018_09_mosaic_L15-0368E-1245N_1474_3210_13_Buildings.geojson,False
53,train,L15-0368E-1245N_1474_3210_13,labels_match_pix,global_monthly_2020_01_mosaic_L15-0368E-1245N_1474_3210_13,2020,01,Buildings,geojson,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/labels_match_pix/global_monthly_2020_01_mosaic_L15-0368E-1245N_1474_3210_13_Buildings.geojson,False
54,train,L15-0368E-1245N_1474_3210_13,labels_match_pix,global_monthly_2019_08_mosaic_L15-0368E-1245N_1474_3210_13,2019,08,Buildings,geojson,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/labels_match_pix/global_monthly_2019_08_mosaic_L15-0368E-1245N_1474_3210_13_Buildings.geojson,False
55,train,L15-0368E-1245N_1474_3210_13,labels_match_pix,global_monthly_2019_06_mosaic_L15-0368E-1245N_1474_3210_13,2019,06,Buildings,geojson,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/labels_match_pix/global_monthly_2019_06_mosaic_L15-0368E-1245N_1474_3210_13_Buildings.geojson,False
56,train,L15-0368E-1245N_1474_3210_13,labels_match_pix,global_monthly_2018_04_mosaic_L15-0368E-1245N_1474_3210_13,2018,04,Buildings,geojson,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/labels_match_pix/global_monthly_2018_04_mosaic_L15-0368E-1245N_1474_3210_13_Buildings.geojson,False
57,train,L15-0368E-1245N_1474_3210_13,labels_match_pix,global_monthly_2019_09_mosaic_L15-0368E-1245N_1474_3210_13,2019,09,Buildings,geojson,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/labels_match_pix/global_monthly_2019_09_mosaic_L15-0368E-1245N_1474_3210_13_Buildings.geojson,False
58,train,L15-0368E-1245N_1474_3210_13,labels_match_pix,global_monthly_2018_03_mosaic_L15-0368E-1245N_1474_3210_13,2018,03,Buildings,geojson,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/labels_match_pix/global_monthly_2018_03_mosaic_L15-0368E-1245N_1474_3210_13_Buildings.geojson,False
59,train,L15-0368E-1245N_1474_3210_13,labels_match_pix,global_monthly_2019_12_mosaic_L15-0368E-1245N_1474_3210_13,2019,12,Buildings,geojson,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/labels_match_pix/global_monthly_2019_12_mosaic_L15-0368E-1245N_1474_3210_13_Buildings.geojson,False
60,train,L15-0368E-1245N_1474_3210_13,labels_match_pix,global_monthly_2018_10_mosaic_L15-0368E-1245N_1474_3210_13,2018,10,Buildings,geojson,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/labels_match_pix/global_monthly_2018_10_mosaic_L15-0368E-1245N_1474_3210_13_Buildings.geojson,False
61,train,L15-0368E-1245N_1474_3210_13,labels_match_pix,global_monthly_2019_11_mosaic_L15-0368E-1245N_1474_3210_13,2019,11,Buildings,geojson,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/labels_match_pix/global_monthly_2019_11_mosaic_L15-0368E-1245N_1474_3210_13_Buildings.geojson,False
62,train,L15-0368E-1245N_1474_3210_13,labels_match_pix,global_monthly_2018_01_mosaic_L15-0368E-1245N_1474_3210_13,2018,01,Buildings,geojson,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/labels_match_pix/global_monthly_2018_01_mosaic_L15-0368E-1245N_1474_3210_13_Buildings.geojson,False
63,train,L15-0368E-1245N_1474_3210_13,labels_match_pix,global_monthly_2019_03_mosaic_L15-0368E-1245N_1474_3210_13,2019,03,Buildings,geojson,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/labels_match_pix/global_monthly_2019_03_mosaic_L15-0368E-1245N_1474_3210_13_Buildings.geojson,False
64,train,L15-0368E-1245N_1474_3210_13,labels_match_pix,global_monthly_2018_02_mosaic_L15-0368E-1245N_1474_3210_13,2018,02,Buildings,geojson,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/labels_match_pix/global_monthly_2018_02_mosaic_L15-0368E-1245N_1474_3210_13_Buildings.geojson,False
65,train,L15-0368E-1245N_1474_3210_13,labels_match_pix,global_monthly_2019_10_mosaic_L15-0368E-1245N_1474_3210_13,2019,10,Buildings,geojson,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/labels_match_pix/global_monthly_2019_10_mosaic_L15-0368E-1245N_1474_3210_13_Buildings.geojson,False
66,train,L15-0368E-1245N_1474_3210_13,labels_match_pix,global_monthly_2018_06_mosaic_L15-0368E-1245N_1474_3210_13,2018,06,Buildings,geojson,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/labels_match_pix/global_monthly_2018_06_mosaic_L15-0368E-1245N_1474_3210_13_Buildings.geojson,False
67,train,L15-0368E-1245N_1474_3210_13,labels_match_pix,global_monthly_2019_04_mosaic_L15-0368E-1245N_1474_3210_13,2019,04,Buildings,geojson,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/labels_match_pix/global_monthly_2019_04_mosaic_L15-0368E-1245N_1474_3210_13_Buildings.geojson,False
68,train,L15-0368E-1245N_1474_3210_13,labels_match_pix,global_monthly_2018_12_mosaic_L15-0368E-1245N_1474_3210_13,2018,12,Buildings,geojson,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/labels_match_pix/global_monthly_2018_12_mosaic_L15-0368E-1245N_1474_3210_13_Buildings.geojson,False
69,train,L15-0368E-1245N_1474_3210_13,labels_match_pix,global_monthly_2019_05_mosaic_L15-0368E-1245N_1474_3210_13,2019,05,Buildings,geojson,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/labels_match_pix/global_monthly_2019_05_mosaic_L15-0368E-1245N_1474_3210_13_Buildings.geojson,False
70,train,L15-0368E-1245N_1474_3210_13,labels_match_pix,global_monthly_2019_02_mosaic_L15-0368E-1245N_1474_3210_13,2019,02,Buildings,geojson,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/labels_match_pix/global_monthly_2019_02_mosaic_L15-0368E-1245N_1474_3210_13_Buildings.geojson,False
71,train,L15-0368E-1245N_1474_3210_13,labels_match_pix,global_monthly_2018_11_mosaic_L15-0368E-1245N_1474_3210_13,2018,11,Buildings,geojson,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/labels_match_pix/global_monthly_2018_11_mosaic_L15-0368E-1245N_1474_3210_13_Buildings.geojson,False
72,train,L15-0368E-1245N_1474_3210_13,labels,global_monthly_2018_07_mosaic_L15-0368E-1245N_1474_3210_13,2018,07,UDM,geojson,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/labels/global_monthly_2018_07_mosaic_L15-0368E-1245N_1474_3210_13_UDM.geojson,False
73,train,L15-0368E-1245N_1474_3210_13,labels,global_monthly_2019_07_mosaic_L15-0368E-1245N_1474_3210_13,2019,07,Buildings,geojson,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/labels/global_monthly_2019_07_mosaic_L15-0368E-1245N_1474_3210_13_Buildings.geojson,False
74,train,L15-0368E-1245N_1474_3210_13,labels,global_monthly_2019_01_mosaic_L15-0368E-1245N_1474_3210_13,2019,01,Buildings,geojson,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/labels/global_monthly_2019_01_mosaic_L15-0368E-1245N_1474_3210_13_Buildings.geojson,False
75,train,L15-0368E-1245N_1474_3210_13,labels,global_monthly_2018_03_mosaic_L15-0368E-1245N_1474_3210_13,2018,03,UDM,geojson,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/labels/global_monthly_2018_03_mosaic_L15-0368E-1245N_1474_3210_13_UDM.geojson,False
76,train,L15-0368E-1245N_1474_3210_13,labels,global_monthly_2018_08_mosaic_L15-0368E-1245N_1474_3210_13,2018,08,Buildings,geojson,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/labels/global_monthly_2018_08_mosaic_L15-0368E-1245N_1474_3210_13_Buildings.geojson,False
77,train,L15-0368E-1245N_1474_3210_13,labels,global_monthly_2018_07_mosaic_L15-0368E-1245N_1474_3210_13,2018,07,Buildings,geojson,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/labels/global_monthly_2018_07_mosaic_L15-0368E-1245N_1474_3210_13_Buildings.geojson,False
78,train,L15-0368E-1245N_1474_3210_13,labels,global_monthly_2018_09_mosaic_L15-0368E-1245N_1474_3210_13,2018,09,Buildings,geojson,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/labels/global_monthly_2018_09_mosaic_L15-0368E-1245N_1474_3210_13_Buildings.geojson,False
79,train,L15-0368E-1245N_1474_3210_13,labels,global_monthly_2020_01_mosaic_L15-0368E-1245N_1474_3210_13,2020,01,Buildings,geojson,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/labels/global_monthly_2020_01_mosaic_L15-0368E-1245N_1474_3210_13_Buildings.geojson,False
80,train,L15-0368E-1245N_1474_3210_13,labels,global_monthly_2019_08_mosaic_L15-0368E-1245N_1474_3210_13,2019,08,UDM,geojson,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/labels/global_monthly_2019_08_mosaic_L15-0368E-1245N_1474_3210_13_UDM.geojson,False
81,train,L15-0368E-1245N_1474_3210_13,labels,global_monthly_2019_08_mosaic_L15-0368E-1245N_1474_3210_13,2019,08,Buildings,geojson,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/labels/global_monthly_2019_08_mosaic_L15-0368E-1245N_1474_3210_13_Buildings.geojson,False
82,train,L15-0368E-1245N_1474_3210_13,labels,global_monthly_2019_03_mosaic_L15-0368E-1245N_1474_3210_13,2019,03,UDM,geojson,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/labels/global_monthly_2019_03_mosaic_L15-0368E-1245N_1474_3210_13_UDM.geojson,False
83,train,L15-0368E-1245N_1474_3210_13,labels,global_monthly_2018_12_mosaic_L15-0368E-1245N_1474_3210_13,2018,12,UDM,geojson,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/labels/global_monthly_2018_12_mosaic_L15-0368E-1245N_1474_3210_13_UDM.geojson,False
84,train,L15-0368E-1245N_1474_3210_13,labels,global_monthly_2019_06_mosaic_L15-0368E-1245N_1474_3210_13,2019,06,Buildings,geojson,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/labels/global_monthly_2019_06_mosaic_L15-0368E-1245N_1474_3210_13_Buildings.geojson,False
85,train,L15-0368E-1245N_1474_3210_13,labels,global_monthly_2018_04_mosaic_L15-0368E-1245N_1474_3210_13,2018,04,Buildings,geojson,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/labels/global_monthly_2018_04_mosaic_L15-0368E-1245N_1474_3210_13_Buildings.geojson,False
86,train,L15-0368E-1245N_1474_3210_13,labels,global_monthly_2018_10_mosaic_L15-0368E-1245N_1474_3210_13,2018,10,UDM,geojson,../../DATASET/dataset_pruebas/train/L15-0368E-1245N_1474_3210_13/labels/global_monthly_2018_10_mosaic_L15-0368E-1245N_1474_3210_13_UDM.geojson,False
